company;ano;mes;valorNota;valorTotalFaturamento
49f572f108a923aa49fa5dd4d69bbb55a393f5299b7292c47be56b9d64206660;2021;3;57720.99;57720.99
6c65392df906255b7c79c1b887802bc922f818200db8c76ec53c1a76f5143b47;2021;3;86489.6175;86489.6175
2e2eda81b59ddb85ac6689cc7b89415a09201455f1f62afe55fb494b58882232;2021;3;338007.3;338007.3
e17db64a4ebb9834378a0152214daaa105908fc48665c06b4e7a846653925a97;2021;3;581908.305;581908.3049999999
1ddc9c1f9429172df2e790df8a1060e2134216ec2a48539c00ad5ba7241e13ce;2021;3;502271.9475;502271.9475
0ce1b3cf2bd00bfd27b25fb6a2d9665a27e6866f3f9c424b85591ef4cc6a6b59;2021;3;231767.445;231767.445
50bdd24c92af81413731444c4985ace3032a2b4b34b389cb4c0d9fbd8deecb84;2021;3;21053.8725;21053.8725
2882df514d7d0d4676a9f35d4123716340417a68ddb88c5f3b8ef3a9600b1918;2021;3;212005.7475;212005.7475
a7bde2da1d51644fbc982d6f668b7fdd9f316f2b2ac3492a9a0c2e93d73b147f;2021;3;193192.8075;193192.8075
4520aa1a004ba952de7ade3e3dad44cf0d66659ed34d8f30dd5c444bf780d7d6;2021;3;196811.1075;196811.10749999998
eab10c13caa04595d0bd18b33ca786aee1650e4639ad4df72924f6156d7a91ae;2021;3;318226.0425;318226.0425
471e0ed7fedbefe3e45789eaa4d7ca2eef69354dd4077d4718e88606fe589fc3;2021;3;93760.7925;93760.7925
1e6c2674c2fd0a385df86d5b8dce5210ef6d81029511e9924d3ce4ba7255f570;2021;3;97416.345;97416.345
d0ac63607a1b3610d3b176cc0fcc83bbcf81c5cec38245c6ba78997c66b6754d;2021;3;94064.4675;94064.4675
c79c53924117ec71ea389ce1de03f00495a5a67d45ed5ac5fc67744827464f1b;2021;3;44172.33;44172.33
233d1fd377d0f2d62aa0cc0a9901149077bc4083d4e41c7b2f95b42a662db321;2021;3;21924.42;21924.42
8945ccff89f9a7e70b6cf653b0245b9f1576dd6712dda62651bb4d87e35ed6bc;2021;8;105918.105;105918.105
a3a8e7c4aae18f94595e1063a890f1067373ec9588d892ea1948fb943e1ea041;2021;8;394115.685;394115.685
f9cfe62241b0a57a1a97429fd7b5239a51a504eee98af5cb145aeb6fabe446d9;2021;8;150924.2325;150924.2325
6e54ba0504e870c69594c2889f3f76c6f81520fed24c433ca862455ececa4750;2021;8;18021.78;18021.78
4009febb800765b661fef7eee44e0f755062da1b7551bcec91eb4a422517945f;2021;8;6449.685;6449.685
